lakeid,year4,sampledate,sta,depth_range,division,taxa_name,gald,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,relative_total_biovolume,genus
"SP",1988,1988-06-06 00:00:00,1,0,"Chlorophyta","Chlamydomonas",10.0,1.0,14.2,14.2,7140,0.007,1.00,"Chlamydomonas"
"SP",1988,1988-06-06 00:00:00,1,0,"Chlorophyta","Oocystis parva",15.0,2.5,28.4,71.0,2007,0.002,0.28,"Oocystis"
"SP",1988,1988-06-06 00:00:00,1,0,"Chlorophyta","Quadrigula lacustris",28.0,1.0,28.4,28.4,1142,0.001,0.16,"Quadrigula"
"SP",1988,1988-06-06 00:00:00,1,0,"Chlorophyta","Schroederia judayi",16.0,1.0,42.6,42.6,482,0.001,0.07,"Schroederia"
"SP",1988,1988-06-06 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,284.0,284.0,4015,0.004,0.56,"Chromulina"
"SP",1988,1988-06-06 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,85.2,85.2,6691,0.007,0.94,"Dinobryon"
"SP",1988,1988-06-06 00:00:00,1,0,"Chrysophyta","Dinobryon bavaricum",55.0,1.0,71.0,71.0,7435,0.007,1.04,"Dinobryon"
"SP",1988,1988-06-06 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",108.0,2.0,14.2,28.4,4461,0.005,0.63,"Dinobryon"
"SP",1988,1988-06-06 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,1008.2,1008.2,30490,0.031,4.28,"Erkenia"
"SP",1988,1988-06-06 00:00:00,1,0,"Chrysophyta","Kephyrion planctonicum",8.0,1.0,28.4,28.4,535,0.001,0.08,"Kephyrion"
"SP",1988,1988-06-06 00:00:00,1,0,"Chrysophyta","Mallomonas",18.7,1.0,42.6,42.6,37353,0.037,5.24,"Mallomonas"
"SP",1988,1988-06-06 00:00:00,1,0,"Chrysophyta","Stichogloea olivacea",13.0,1.5,71.0,106.5,18758,0.019,2.63,"Stichogloea"
"SP",1988,1988-06-06 00:00:00,1,0,"Chrysophyta","Synura",12.0,1.0,14.2,14.2,5567,0.006,0.78,"Synura"
"SP",1988,1988-06-06 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",15.5,1.0,213.0,213.0,82081,0.082,11.52,"Cryptomonas"
"SP",1988,1988-06-06 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,440.2,440.2,14751,0.015,2.07,"Rhodomonas"
"SP",1988,1988-06-06 00:00:00,1,0,"Cyanophyta","Aphanocapsa elachista",20.0,10.0,14.2,142.0,251,0.000,0.04,"Aphanocapsa"
"SP",1988,1988-06-06 00:00:00,1,0,"Cyanophyta","Oscillatoria limnetica",170.0,28.3,14.2,402.3,7584,0.008,1.06,"Oscillatoria"
"SP",1988,1988-06-06 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,610.6,610.6,1079,0.001,0.15,"Synechocystis"
"SP",1988,1988-06-06 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 1",28.0,1.0,14.2,14.2,59955,0.060,8.42,"Gymnodinium"
"SP",1985,1985-06-25 00:00:00,1,0,"Bacillariophyta","Asterionella formosa",50.0,1.0,6.5,6.5,2921,0.003,0.82,"Asterionella"
"SP",1985,1985-06-25 00:00:00,1,0,"Bacillariophyta","Cyclotella bodanica",28.0,1.0,6.5,6.5,55958,0.056,15.67,"Cyclotella"
"SP",1985,1985-06-25 00:00:00,1,0,"Bacillariophyta","Cyclotella distinguenda",11.0,1.0,162.3,162.3,86924,0.087,24.35,"Cyclotella"
"SP",1985,1985-06-25 00:00:00,1,0,"Bacillariophyta","Cyclotella pseudostelligera",5.0,1.0,6.5,6.5,319,0.000,0.09,"Cyclotella"
"SP",1985,1985-06-25 00:00:00,1,0,"Bacillariophyta","Cyclotella sp. 1",5.0,1.0,32.5,32.5,1784,0.002,0.50,"Cyclotella"
"SP",1985,1985-06-25 00:00:00,1,0,"Bacillariophyta","Fragilaria crotonensis",100.0,2.0,6.5,13.0,16314,0.016,4.57,"Fragilaria"
"SP",1985,1985-06-25 00:00:00,1,0,"Bacillariophyta","Gomphonema parvulum",32.0,1.0,6.5,6.5,2039,0.002,0.57,"Gomphonema"
"SP",1985,1985-06-25 00:00:00,1,0,"Bacillariophyta","Synedra filiformis",60.0,2.0,13.0,26.0,38947,0.039,10.91,"Synedra"
"SP",1985,1985-06-25 00:00:00,1,0,"Bacillariophyta","Tabellaria flocculosa",60.0,1.0,13.0,13.0,28042,0.028,7.85,"Tabellaria"
"SP",1985,1985-06-25 00:00:00,1,0,"Chlorophyta","Chlorococcaceae",5.0,1.0,13.0,13.0,850,0.001,0.24,
"SP",1985,1985-06-25 00:00:00,1,0,"Chlorophyta","Chlamydomonas",6.3,1.0,45.4,45.4,5701,0.006,1.60,"Chlamydomonas"
"SP",1985,1985-06-25 00:00:00,1,0,"Chlorophyta","Monomastix astigmata",5.0,1.0,6.5,6.5,136,0.000,0.04,"Monomastix"
"SP",1985,1985-06-25 00:00:00,1,0,"Chlorophyta","Pyramichlamys dissecta",16.0,1.0,6.5,6.5,2719,0.003,0.76,"Pyramichlamys"
"SP",1985,1985-06-25 00:00:00,1,0,"Chlorophyta","Schroederia judayi",12.0,1.0,32.5,32.5,298,0.000,0.08,"Schroederia"
"SP",1985,1985-06-25 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,1187.9,1187.9,16793,0.017,4.70,"Chromulina"
"SP",1985,1985-06-25 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,311.6,311.6,24471,0.025,6.85,"Dinobryon"
"SP",1985,1985-06-25 00:00:00,1,0,"Chrysophyta","Dinobryon bavaricum",69.0,1.0,38.9,38.9,3569,0.004,1.00,"Dinobryon"
"SP",1985,1985-06-25 00:00:00,1,0,"Chrysophyta","Dinobryon cyst",10.0,1.0,6.5,6.5,3264,0.003,0.91,"Dinobryon"
"SP",1985,1985-06-25 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",32.0,1.0,3.1,3.1,328,0.000,0.09,"Dinobryon"
"SP",1985,1985-06-25 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,175.3,175.3,5300,0.005,1.48,"Erkenia"
"SP",1985,1985-06-25 00:00:00,1,0,"Chrysophyta","Mallomonas",16.0,1.0,6.5,6.5,7831,0.008,2.19,"Mallomonas"
"SP",1985,1985-06-25 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",15.4,1.0,71.4,71.4,33584,0.034,9.41,"Cryptomonas"
"SP",1985,1985-06-25 00:00:00,1,0,"Cryptophyta","Cryptomonas lucens",10.0,1.0,19.5,19.5,1835,0.002,0.51,"Cryptomonas"
"SP",1985,1985-06-25 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",7.2,1.0,194.7,194.7,5200,0.005,1.46,"Rhodomonas"
"SP",1985,1985-06-25 00:00:00,1,0,"Cyanophyta","Aphanocapsa delicatissima",12.0,6.0,6.5,38.9,20,0.000,0.01,"Aphanocapsa"
"SP",1985,1985-06-25 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",32.6,33.7,233.7,7875.1,8394,0.008,2.35,"Aphanothece"
"SP",1985,1985-06-25 00:00:00,1,0,"Cyanophyta","Rhabdoderma lineare",24.0,20.0,6.5,129.8,136,0.000,0.04,"Rhabdoderma"
"SP",1985,1985-06-25 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,973.7,973.7,1721,0.002,0.48,"Synechocystis"
"SP",1985,1985-06-25 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 2",10.0,1.0,6.5,6.5,1088,0.001,0.30,"Gymnodinium"
"SP",1985,1985-06-25 00:00:00,1,0,"Xanthophyta","Ophiocytium",44.0,1.0,6.5,6.5,551,0.001,0.15,"Ophiocytium"
"SP",1984,1984-04-26 00:00:00,1,0,"Bacillariophyta","Asterionella formosa",65.0,1.0,6.1,6.1,2635,0.003,1.38,"Asterionella"
"SP",1984,1984-04-26 00:00:00,1,0,"Bacillariophyta","Cyclotella sp. 1",6.0,1.0,6.1,6.1,514,0.001,0.27,"Cyclotella"
"SP",1984,1984-04-26 00:00:00,1,0,"Bacillariophyta","Nitzschia acicularis",60.0,1.0,3.0,3.0,285,0.000,0.15,"Nitzschia"
"SP",1990,1990-06-14 00:00:00,1,0,"Chlorophyta","Scenedesmus bijuga",4.0,2.0,17.0,34.1,143,0.000,0.02,"Scenedesmus"
"SP",1990,1990-06-14 00:00:00,1,0,"Chlorophyta","Schroederia judayi",30.0,1.0,34.1,34.1,514,0.001,0.08,"Schroederia"
"SP",1990,1990-06-14 00:00:00,1,0,"Chlorophyta","Sphaerocystis schroeteri",20.0,4.0,17.0,68.2,2284,0.002,0.35,"Sphaerocystis"
"SP",1990,1990-06-14 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,596.4,596.4,8431,0.008,1.28,"Chromulina"
"SP",1990,1990-06-14 00:00:00,1,0,"Chrysophyta","Dinobryon",10.0,1.0,1056.4,1056.4,199135,0.199,30.20,"Dinobryon"
"SP",1990,1990-06-14 00:00:00,1,0,"Chrysophyta","Dinobryon bavaricum",60.0,1.0,17.0,17.0,1784,0.002,0.27,"Dinobryon"
"SP",1990,1990-06-14 00:00:00,1,0,"Chrysophyta","Dinobryon cylindricum",50.0,1.0,34.1,34.1,3569,0.004,0.54,"Dinobryon"
"SP",1990,1990-06-14 00:00:00,1,0,"Chrysophyta","Dinobryon sociale",12.0,1.0,17.0,17.0,14907,0.015,2.26,"Dinobryon"
"SP",1990,1990-06-14 00:00:00,1,0,"Chrysophyta","Dinobryon sociale",40.0,1.0,17.0,17.0,1784,0.002,0.27,"Dinobryon"
"SP",1990,1990-06-14 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,374.9,374.9,11337,0.011,1.72,"Erkenia"
"SP",1990,1990-06-14 00:00:00,1,0,"Chrysophyta","Kephyrion planctonicum",8.0,1.0,34.1,34.1,642,0.001,0.10,"Kephyrion"
"SP",1990,1990-06-14 00:00:00,1,0,"Chrysophyta","Kephyrion skujae",10.0,1.0,17.0,17.0,321,0.000,0.05,"Kephyrion"
"SP",1990,1990-06-14 00:00:00,1,0,"Chrysophyta","Mallomonas",20.0,1.0,17.0,17.0,45680,0.046,6.93,"Mallomonas"
"SP",1990,1990-06-14 00:00:00,1,0,"Chrysophyta","Mallomonas akrokomas",20.0,1.0,17.0,17.0,2230,0.002,0.34,"Mallomonas"
"SP",1990,1990-06-14 00:00:00,1,0,"Chrysophyta","Stichogloea olivacea",6.0,1.0,68.2,68.2,7203,0.007,1.09,"Stichogloea"
"SP",1990,1990-06-14 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",14.4,1.0,119.3,119.3,44366,0.044,6.73,"Cryptomonas"
"SP",1990,1990-06-14 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,204.5,204.5,0,0.000,0.00,"Rhodomonas"
"SP",1990,1990-06-14 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",10.0,8.0,34.1,272.6,285,0.000,0.04,"Aphanothece"
"SP",1990,1990-06-14 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,2044.7,2044.7,3613,0.004,0.55,"Synechocystis"
"SP",1990,1990-06-14 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 2",12.0,1.0,17.0,17.0,5353,0.005,0.81,"Gymnodinium"
"SP",1990,1990-06-14 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 3",8.0,1.0,17.0,17.0,1285,0.001,0.19,"Gymnodinium"
"SP",1990,1990-06-14 00:00:00,1,0,"Rhodophyta","Bitrichia phaseolus",40.0,1.0,17.0,17.0,1784,0.002,0.27,"Bitrichia"
"SP",1991,1991-06-19 00:00:00,1,0,"Bacillariophyta","Asterionella formosa",90.0,1.0,151.5,151.5,122684,0.123,8.85,"Asterionella"
"SP",1991,1991-06-19 00:00:00,1,0,"Bacillariophyta","Cyclotella bodanica",20.0,1.0,21.6,21.6,67976,0.068,4.91,"Cyclotella"
"SP",1991,1991-06-19 00:00:00,1,0,"Bacillariophyta","Cyclotella comensis",6.4,1.0,346.2,346.2,37414,0.037,2.70,"Cyclotella"
"SP",1991,1991-06-19 00:00:00,1,0,"Bacillariophyta","Cyclotella distinguenda",10.0,1.0,21.6,21.6,8497,0.009,0.61,"Cyclotella"
"SP",1991,1991-06-19 00:00:00,1,0,"Bacillariophyta","Cyclotella pseudostelligera",5.0,1.0,108.2,108.2,5311,0.005,0.38,"Cyclotella"
"SP",1991,1991-06-19 00:00:00,1,0,"Bacillariophyta","Cyclotella sp. 1",4.0,1.0,324.6,324.6,8157,0.008,0.59,"Cyclotella"
"SP",1991,1991-06-19 00:00:00,1,0,"Bacillariophyta","Synedra filiformis",60.0,1.0,21.6,21.6,11684,0.012,0.84,"Synedra"
"SP",1991,1991-06-19 00:00:00,1,0,"Bacillariophyta","Tabellaria flocculosa",60.0,1.0,43.3,43.3,93473,0.094,6.75,"Tabellaria"
"SP",1991,1991-06-19 00:00:00,1,0,"Chlorophyta","Chlorococcaceae",8.0,1.0,43.3,43.3,11601,0.012,0.84,
"SP",1991,1991-06-19 00:00:00,1,0,"Chlorophyta","Monomastix astigmata",5.0,1.0,21.6,21.6,453,0.001,0.03,"Monomastix"
"SP",1991,1991-06-19 00:00:00,1,0,"Chlorophyta","Scenedesmus bijuga",5.0,2.0,64.9,129.8,680,0.001,0.05,"Scenedesmus"
"SP",1991,1991-06-19 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,151.5,151.5,2141,0.002,0.15,"Chromulina"
"SP",1991,1991-06-19 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,476.0,476.0,37387,0.037,2.70,"Dinobryon"
"SP",1991,1991-06-19 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",56.0,1.0,129.8,129.8,27190,0.027,1.96,"Dinobryon"
"SP",1991,1991-06-19 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,3310.5,3310.5,100120,0.100,7.23,"Erkenia"
"SP",1991,1991-06-19 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",28.0,1.0,21.6,21.6,31088,0.031,2.24,"Cryptomonas"
"SP",1991,1991-06-19 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",7.3,1.0,497.7,497.7,16677,0.017,1.20,"Rhodomonas"
"SP",1991,1991-06-19 00:00:00,1,0,"Cyanophyta","Aphanocapsa delicatissima",10.0,12.0,43.3,519.3,272,0.000,0.02,"Aphanocapsa"
"SP",1991,1991-06-19 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",20.0,7.0,43.3,302.9,317,0.000,0.02,"Aphanothece"
"SP",1991,1991-06-19 00:00:00,1,0,"Cyanophyta","Synechococcus elongatus",2.5,1.0,108.2,108.2,142,0.000,0.01,"Synechococcus"
"SP",1991,1991-06-19 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,2077.2,2077.2,3671,0.004,0.26,"Synechocystis"
"SP",1991,1991-06-19 00:00:00,1,0,"Euglenophyta","Trachelomonas volvocina",24.0,1.0,21.6,21.6,19577,0.020,1.41,"Trachelomonas"
"SP",1991,1991-06-19 00:00:00,1,0,"Pyrrhophyta","Ceratium hirundinella",240.0,1.0,21.6,21.6,779003,0.779,56.22,"Ceratium"
"SP",1991,1991-08-28 00:00:00,1,0,"Bacillariophyta","Cyclotella bodanica",20.0,1.0,3.1,3.1,9849,0.010,2.64,"Cyclotella"
"SP",1991,1991-08-28 00:00:00,1,0,"Bacillariophyta","Cyclotella comensis",6.0,1.0,21.6,21.6,1835,0.002,0.49,"Cyclotella"
"SP",1991,1991-08-28 00:00:00,1,0,"Bacillariophyta","Cyclotella pseudostelligera",5.0,1.0,973.7,973.7,47795,0.048,12.80,"Cyclotella"
"SP",1991,1991-08-28 00:00:00,1,0,"Bacillariophyta","Synedra nana",100.0,1.0,21.6,21.6,8655,0.009,2.32,"Synedra"
"SP",1991,1991-08-28 00:00:00,1,0,"Bacillariophyta","Tabellaria flocculosa",60.0,1.0,21.6,21.6,46737,0.047,12.52,"Tabellaria"
"SP",1991,1991-08-28 00:00:00,1,0,"Chlorophyta","Chlamydomonas",5.0,1.0,21.6,21.6,1405,0.001,0.38,"Chlamydomonas"
"SP",1991,1991-08-28 00:00:00,1,0,"Chlorophyta","Kirchneriella obesa",30.0,4.0,21.6,86.5,740,0.001,0.20,"Kirchneriella"
"SP",1991,1991-08-28 00:00:00,1,0,"Chlorophyta","Oocystis parva",6.0,1.0,21.6,21.6,612,0.001,0.16,"Oocystis"
"SP",1991,1991-08-28 00:00:00,1,0,"Chlorophyta","Scenedesmus serratus",4.0,2.0,43.3,86.5,363,0.000,0.10,"Scenedesmus"
"SP",1991,1991-08-28 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,454.4,454.4,6424,0.006,1.72,"Chromulina"
"SP",1991,1991-08-28 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,216.4,216.4,16994,0.017,4.55,"Dinobryon"
"SP",1991,1991-08-28 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",130.0,2.0,21.6,43.3,6798,0.007,1.82,"Dinobryon"
"SP",1991,1991-08-28 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,2726.3,2726.3,82452,0.083,22.09,"Erkenia"
"SP",1991,1991-08-28 00:00:00,1,0,"Chrysophyta","Kephyrion spirale",8.0,1.0,21.6,21.6,408,0.000,0.11,"Kephyrion"
"SP",1991,1991-08-28 00:00:00,1,0,"Chrysophyta","Stichogloea olivacea",12.0,2.0,21.6,43.3,4573,0.005,1.23,"Stichogloea"
"SP",1991,1991-08-28 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",20.0,1.0,21.6,21.6,16314,0.016,4.37,"Cryptomonas"
"SP",1991,1991-08-28 00:00:00,1,0,"Cryptophyta","Cryptomonas lucens",10.0,1.0,21.6,21.6,1416,0.001,0.38,"Cryptomonas"
"SP",1991,1991-08-28 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,21.6,21.6,725,0.001,0.19,"Rhodomonas"
"SP",1991,1991-08-28 00:00:00,1,0,"Cyanophyta","Anabaena circinalis",44.0,7.0,6.3,43.9,2827,0.003,0.76,"Anabaena"
"SP",1991,1991-08-28 00:00:00,1,0,"Cyanophyta","Aphanocapsa delicatissima",14.0,13.0,43.3,562.6,295,0.000,0.08,"Aphanocapsa"
"SP",1991,1991-08-28 00:00:00,1,0,"Cyanophyta","Aphanocapsa elachista",20.0,16.0,21.6,346.2,612,0.001,0.16,"Aphanocapsa"
"SP",1991,1991-08-28 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",22.4,13.2,2163.7,28561.3,29909,0.030,8.01,"Aphanothece"
"SP",1991,1991-08-28 00:00:00,1,0,"Cyanophyta","Oscillatoria limnetica",216.0,54.0,151.5,8178.9,57813,0.058,15.49,"Oscillatoria"
"SP",1991,1991-08-28 00:00:00,1,0,"Cyanophyta","Synechococcus elongatus",3.0,1.0,21.6,21.6,34,0.000,0.01,"Synechococcus"
"SP",1984,1984-04-26 00:00:00,1,0,"Bacillariophyta","Stephanodiscus hantzschii",12.0,1.0,3.0,3.0,2056,0.002,1.07,"Stephanodiscus"
"SP",1984,1984-04-26 00:00:00,1,0,"Bacillariophyta","Stephanodiscus parvus",8.0,1.0,6.1,6.1,1218,0.001,0.64,"Stephanodiscus"
"SP",1984,1984-04-26 00:00:00,1,0,"Chlorophyta","Chlorococcaceae",4.8,1.0,27.3,27.3,1674,0.002,0.87,
"SP",1984,1984-04-26 00:00:00,1,0,"Chlorophyta","Asterococcus",10.0,1.0,3.0,3.0,1586,0.002,0.83,"Asterococcus"
"SP",1984,1984-04-26 00:00:00,1,0,"Chlorophyta","Chlamydomonas",6.0,1.0,3.0,3.0,320,0.000,0.17,"Chlamydomonas"
"SP",1984,1984-04-26 00:00:00,1,0,"Chlorophyta","Monomastix astigmata",4.0,1.0,3.0,3.0,29,0.000,0.01,"Monomastix"
"SP",1984,1984-04-26 00:00:00,1,0,"Chlorophyta","Phacotus",12.0,1.0,6.1,6.1,1504,0.002,0.78,"Phacotus"
"SP",1984,1984-04-26 00:00:00,1,0,"Chlorophyta","Schroederia judayi",23.0,1.0,21.2,21.2,380,0.000,0.20,"Schroederia"
"SP",1984,1984-04-26 00:00:00,1,0,"Chlorophyta","Sphaerocystis schroeteri",25.0,2.5,6.1,15.1,991,0.001,0.52,"Sphaerocystis"
"SP",1984,1984-04-26 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,772.5,772.5,10920,0.011,5.70,"Chromulina"
"SP",1984,1984-04-26 00:00:00,1,0,"Chrysophyta","Dinobryon",10.0,1.0,12.1,12.1,1586,0.002,0.83,"Dinobryon"
"SP",1984,1984-04-26 00:00:00,1,0,"Chrysophyta","Dinobryon bavaricum",60.0,1.0,12.1,12.1,1269,0.001,0.66,"Dinobryon"
"SP",1984,1984-04-26 00:00:00,1,0,"Chrysophyta","Dinobryon cyst",12.0,1.0,3.0,3.0,2650,0.003,1.38,"Dinobryon"
"SP",1984,1984-04-26 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",40.0,1.0,6.1,6.1,634,0.001,0.33,"Dinobryon"
"SP",1984,1984-04-26 00:00:00,1,0,"Chrysophyta","Kephyrion gracilis",8.0,1.0,6.1,6.1,114,0.000,0.06,"Kephyrion"
"SP",1984,1984-04-26 00:00:00,1,0,"Chrysophyta","Kephyrion rubriclaustri",8.0,1.0,3.0,3.0,57,0.000,0.03,"Kephyrion"
"SP",1984,1984-04-26 00:00:00,1,0,"Chrysophyta","Kephyrion skujae",8.0,1.0,3.0,3.0,57,0.000,0.03,"Kephyrion"
"SP",1984,1984-04-26 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,9.1,9.1,305,0.000,0.16,"Rhodomonas"
"SP",1984,1984-04-26 00:00:00,1,0,"Cyanophyta","Chroococcus minutus",12.0,2.0,3.0,6.1,102,0.000,0.05,"Chroococcus"
"SP",1984,1984-04-26 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,227.2,227.2,401,0.000,0.21,"Synechocystis"
"SP",1984,1984-04-26 00:00:00,1,0,"Euglenophyta","Trachelomonas volvocina",20.0,1.0,6.1,6.1,5482,0.006,2.86,"Trachelomonas"
"SP",1984,1984-04-26 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 2",11.0,1.0,6.1,6.1,1117,0.001,0.58,"Gymnodinium"
"SP",1984,1984-04-26 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 3",8.0,1.0,3.0,3.0,228,0.000,0.12,"Gymnodinium"
"SP",1984,1984-04-26 00:00:00,1,0,"Pyrrhophyta","Peridinium cinctum",50.0,1.0,6.1,6.1,153535,0.154,80.11,"Peridinium"
"SP",1986,1986-04-24 00:00:00,1,0,"Bacillariophyta","Asterionella formosa",50.0,1.0,21.6,21.6,9737,0.010,2.32,"Asterionella"
"SP",1986,1986-04-24 00:00:00,1,0,"Bacillariophyta","Nitzschia gracilis",60.0,1.0,21.6,21.6,4588,0.005,1.09,"Nitzschia"
"SP",1986,1986-04-24 00:00:00,1,0,"Bacillariophyta","Synedra nana",140.0,1.0,43.3,43.3,54526,0.055,12.97,"Synedra"
"SP",1986,1986-04-24 00:00:00,1,0,"Chlorophyta","Chlamydomonas",6.4,1.0,108.2,108.2,12410,0.012,2.95,"Chlamydomonas"
"SP",1986,1986-04-24 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,259.6,259.6,3671,0.004,0.87,"Chromulina"
"SP",1986,1986-04-24 00:00:00,1,0,"Chrysophyta","Dinobryon",6.0,1.0,43.3,43.3,3399,0.003,0.81,"Dinobryon"
"SP",1986,1986-04-24 00:00:00,1,0,"Chrysophyta","Dinobryon cyst",12.0,1.0,43.3,43.3,37860,0.038,9.01,"Dinobryon"
"SP",1986,1986-04-24 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,2942.7,2942.7,88996,0.089,21.18,"Erkenia"
"SP",1986,1986-04-24 00:00:00,1,0,"Chrysophyta","Uroglena",6.0,1.0,173.1,173.1,13595,0.014,3.23,"Uroglena"
"SP",1986,1986-04-24 00:00:00,1,0,"Cryptophyta","Cryptomonas erosa",24.0,1.0,86.5,86.5,70967,0.071,16.89,"Cryptomonas"
"SP",1986,1986-04-24 00:00:00,1,0,"Cryptophyta","Rhodomonas minuta",8.0,1.0,432.7,432.7,14501,0.015,3.45,"Rhodomonas"
"SP",1986,1986-04-24 00:00:00,1,0,"Cyanophyta","Aphanothece nidulans",20.5,12.9,411.1,5293.0,7157,0.007,1.70,"Aphanothece"
"SP",1986,1986-04-24 00:00:00,1,0,"Cyanophyta","Microcystis aeruginosa",200.0,300.0,3.1,940.5,61555,0.062,14.65,"Microcystis"
"SP",1986,1986-04-24 00:00:00,1,0,"Cyanophyta","Synechococcus elongatus",2.0,1.0,454.4,454.4,476,0.001,0.11,"Synechococcus"
"SP",1986,1986-04-24 00:00:00,1,0,"Cyanophyta","Synechocystis",1.5,1.0,3245.6,3245.6,5735,0.006,1.36,"Synechocystis"
"SP",1986,1986-04-24 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 1",20.0,1.0,21.6,21.6,29003,0.029,6.90,"Gymnodinium"
"SP",1986,1986-04-24 00:00:00,1,0,"Pyrrhophyta","Gymnodinium sp. 3",8.0,1.0,21.6,21.6,2094,0.002,0.50,"Gymnodinium"
"SP",1986,1986-08-11 00:00:00,1,0,"Bacillariophyta","Asterionella formosa",73.0,1.0,26.0,26.0,17059,0.017,3.38,"Asterionella"
"SP",1986,1986-08-11 00:00:00,1,0,"Bacillariophyta","Cyclotella bodanica",17.3,1.0,38.9,38.9,90381,0.090,17.89,"Cyclotella"
"SP",1986,1986-08-11 00:00:00,1,0,"Bacillariophyta","Cyclotella distinguenda",8.0,1.0,13.0,13.0,2610,0.003,0.52,"Cyclotella"
"SP",1986,1986-08-11 00:00:00,1,0,"Bacillariophyta","Fragilaria construens",12.0,2.0,13.0,26.0,8810,0.009,1.74,"Fragilaria"
"SP",1986,1986-08-11 00:00:00,1,0,"Bacillariophyta","Fragilaria crotonensis",80.0,2.0,77.9,155.8,156616,0.157,31.00,"Fragilaria"
"SP",1986,1986-08-11 00:00:00,1,0,"Bacillariophyta","Skeletonema potamos",24.0,3.0,13.0,38.9,3915,0.004,0.78,"Skeletonema"
"SP",1986,1986-08-11 00:00:00,1,0,"Chlorophyta","Ankistrodesmus falcatus",20.0,1.0,13.0,13.0,245,0.000,0.05,"Ankistrodesmus"
"SP",1986,1986-08-11 00:00:00,1,0,"Chlorophyta","Monomastix astigmata",5.0,1.0,13.0,13.0,153,0.000,0.03,"Monomastix"
"SP",1986,1986-08-11 00:00:00,1,0,"Chlorophyta","Oocystis parva",8.7,1.0,64.9,64.9,5733,0.006,1.13,"Oocystis"
"SP",1986,1986-08-11 00:00:00,1,0,"Chrysophyta","Chromulina",3.0,1.0,324.6,324.6,4588,0.005,0.91,"Chromulina"
"SP",1986,1986-08-11 00:00:00,1,0,"Chrysophyta","Dinobryon",6.7,1.0,428.4,428.4,32003,0.032,6.33,"Dinobryon"
"SP",1986,1986-08-11 00:00:00,1,0,"Chrysophyta","Dinobryon divergens",47.5,1.0,220.7,220.7,29814,0.030,5.90,"Dinobryon"
"SP",1986,1986-08-11 00:00:00,1,0,"Chrysophyta","Erkenia subaequiciliata",4.0,1.0,454.4,454.4,13742,0.014,2.72,"Erkenia"
